BLUE,GREEN,RED,NIR,SWIR1,SWIR2
1.0,0.9590217514252654,0.9169738116564302,0.5879084533671223,0.762235440370352,0.7953970405631353
0.9590217514252654,1.0,0.972212974837262,0.7141932110658403,0.8351884590186207,0.8642642836291752
0.9169738116564302,0.972212974837262,1.0,0.7021316094360197,0.8765363151933556,0.90524382734141
0.5879084533671223,0.7141932110658403,0.7021316094360197,1.0,0.8195953362657689,0.6900501528324569
0.762235440370352,0.8351884590186207,0.8765363151933556,0.8195953362657689,1.0,0.9577540949625069
0.7953970405631353,0.8642642836291752,0.90524382734141,0.6900501528324569,0.9577540949625069,1.0
